4.086884146090596914e-04,2.012476325035095215e-04
4.140488745179027319e-04,2.986043691635131836e-04
4.708092601504176855e-04,3.606620884966105223e-04
5.969664198346436024e-04,2.601332962512969971e-04
6.977112498134374619e-04,2.225209027528762817e-04
8.091099443845450878e-04,2.077929675579071045e-04
9.215717436745762825e-04,1.589469611644744873e-04
1.053495798259973526e-03,1.130830496549606323e-04
1.170507399365305901e-03,2.556852996349334717e-05
1.161010586656630039e-03,8.840113878250122070e-06
1.139715663157403469e-03,8.528865873813629150e-05
1.151986303739249706e-03,7.841736078262329102e-07
1.165036577731370926e-03,-3.981031477451324463e-05
1.136501203291118145e-03,-3.069639205932617188e-05
1.061782240867614746e-03,-4.310160875320434570e-05
1.054076943546533585e-03,-4.111602902412414551e-05
9.774279315024614334e-04,-4.244036972522735596e-05
8.888520533218979836e-04,-1.119952648878097534e-04
8.763958467170596123e-04,-1.161247491836547852e-04
8.211309905163943768e-04,-1.834500581026077271e-04
8.438478107564151287e-04,-2.415478229522705078e-04
1.152173499576747417e-03,-2.690497785806655884e-04
1.057429704815149307e-03,-4.450361884664744139e-04
7.400908507406711578e-04,-6.692669121548533440e-04
6.904753390699625015e-04,-7.570869056507945061e-04
5.691492115147411823e-04,-8.391177398152649403e-04
4.609845054801553488e-04,-8.949504699558019638e-04
4.762670432683080435e-04,-9.278614888899028301e-04
3.897136484738439322e-04,-8.769405540078878403e-04
2.537717809900641441e-04,-8.881778921931982040e-04
2.389982109889388084e-04,-1.023059361614286900e-03
2.313618315383791924e-04,-1.147411298006772995e-03
3.024194156751036644e-04,-1.330814440734684467e-03
3.589152765925973654e-04,-1.389891840517520905e-03
3.568896499928086996e-04,-1.339021255262196064e-03
3.376564709469676018e-04,-1.230973168276250362e-03
3.606116806622594595e-04,-1.179862185381352901e-03
4.277151019778102636e-04,-1.118149142712354660e-03
4.472474975045770407e-04,-1.185630797408521175e-03
5.129417986609041691e-04,-1.197259291075170040e-03
5.217004218138754368e-04,-1.226303516887128353e-03
4.783001204486936331e-04,-1.329685677774250507e-03
3.921127354260534048e-04,-1.390603370964527130e-03
2.593124518170952797e-04,-1.383728347718715668e-03
1.989606535062193871e-04,-1.421452499926090240e-03
2.329825656488537788e-04,-1.490064780227839947e-03
2.294393489137291908e-04,-1.531275687739253044e-03
1.764927292242646217e-04,-1.556803123094141483e-03
1.012813299894332886e-04,-1.702690729871392250e-03
-6.617861799895763397e-06,-1.876584836281836033e-03
-1.056957989931106567e-05,-1.985869603231549263e-03
-5.290296394377946854e-05,-2.147801686078310013e-03
-3.210245631635189056e-05,-2.185497665777802467e-03
3.327522426843643188e-05,-2.200352260842919350e-03
1.117807114496827126e-04,-2.282781293615698814e-03
1.736941048875451088e-04,-2.286344533786177635e-03
1.570013118907809258e-04,-2.293787663802504539e-03
1.959294313564896584e-04,-2.269837772473692894e-03
3.247550921514630318e-04,-2.141107339411973953e-03
4.360953753348439932e-04,-2.100356621667742729e-03
4.938392085023224354e-04,-2.022924832999706268e-03
4.260678251739591360e-04,-2.031826414167881012e-03
3.920736198779195547e-04,-1.984083326533436775e-03
4.767781065311282873e-04,-1.912608277052640915e-03
3.442339366301894188e-04,-1.947424723766744137e-03
2.753062872216105461e-04,-2.004721201956272125e-03
2.303022192791104317e-04,-2.076339675113558769e-03
1.541645033285021782e-04,-2.267401432618498802e-03
2.234976273030042648e-05,-2.448626561090350151e-03
-6.245181430131196976e-05,-2.571629360318183899e-03
-1.243295846506953239e-04,-2.705375663936138153e-03
-1.872422872111201286e-04,-2.828180789947509766e-03
-3.278119256719946861e-04,-2.973282244056463242e-03
-4.262125294189900160e-04,-3.067946759983897209e-03
-4.979145596735179424e-04,-3.207397880032658577e-03
-6.954881828278303146e-04,-3.610897110775113106e-03
-8.239303133450448513e-04,-3.748171264305710793e-03
-7.498875493183732033e-04,-3.431217279285192490e-03
-8.749712142162024975e-04,-3.481098450720310211e-03
-1.006720704026520252e-03,-3.626843914389610291e-03
-1.076291780918836594e-03,-3.737590508535504341e-03
-1.117857173085212708e-03,-3.795145545154809952e-03
-1.101860543712973595e-03,-3.823075443506240845e-03
-1.057324348948895931e-03,-3.754076547920703888e-03
-9.933352703228592873e-04,-3.714309772476553917e-03
-8.507303427904844284e-04,-3.580417949706315994e-03
-7.039858028292655945e-04,-3.439022693783044815e-03
-5.307448445819318295e-04,-3.342546289786696434e-03
-3.466974012553691864e-04,-3.297133604064583778e-03
-2.890970790758728981e-04,-3.324103308841586113e-03
-2.803918905556201935e-04,-3.459773259237408638e-03
-3.290986642241477966e-04,-3.617025911808013916e-03
-2.348902635276317596e-04,-3.369341837242245674e-03
-1.997852232307195663e-04,-3.149794181808829308e-03
-2.022306434810161591e-04,-3.226117230951786041e-03
-1.945667900145053864e-04,-3.167932387441396713e-03
-2.195494016632437706e-04,-3.139591775834560394e-03
-1.137072686105966568e-04,-3.181404899805784225e-03
-3.479572478681802750e-05,-3.155424958094954491e-03
-9.575567673891782761e-05,-3.154871752485632896e-03
-4.424597136676311493e-05,-3.221506252884864807e-03
-2.872699405997991562e-05,-3.271420020610094070e-03
-1.156516373157501221e-04,-3.302524797618389130e-03
-9.708490688353776932e-05,-3.315230831503868103e-03
-5.445443093776702881e-06,-3.332038177177309990e-03
-7.341732271015644073e-05,-3.393055871129035950e-03
-1.185497967526316643e-04,-3.428490366786718369e-03
-1.407606760039925575e-04,-3.505175467580556870e-03
-1.674054656177759171e-04,-3.581959288567304611e-03
-1.826881198212504387e-04,-3.596184076741337776e-03
-1.344539923593401909e-04,-3.630435792729258537e-03
-8.183089084923267365e-05,-3.747523995116353035e-03
-3.857375122606754303e-05,-3.763537853956222534e-03
-1.208615722134709358e-04,-3.766823327168822289e-03
-1.976708881556987762e-04,-3.767386777326464653e-03
-2.420754171907901764e-04,-3.717869985848665237e-03
-3.229798749089241028e-04,-3.731642384082078934e-03
